"PID","Status","Progress","Duration..in.seconds.","Finished","consent","commit","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","ZSB_1","ZSB_2","ZSB_3","ZSB_4","ZSB_5","ZSB_6","ZSB_7","ZSB_8","copri_1","copri_2","copri_3","copri_4","exp_infl_1","exp_infl_2","exp_infl_3","exp_infl_4","exp_infl_5","exp_infl_6","exp_infl_7","exp_infl_8","exp_infl_9","exp_infl_10","exp_infl_11","exp_infl_12","exp_infl_13","exp_infl_14","exp_infl_15","exp_infl_16","exp_rel_1","exp_rel_2","exp_rel_3","exp_rel_4","exp_rel_5","exp_rel_6","exp_rel_7","exp_rel_8","check_2","exp_rel_9","exp_rel_10","exp_rel_11","exp_rel_12","exp_rel_13","exp_rel_14","exp_rel_15","exp_rel_16","TOPS_coer_1","TOPS_coer_2","TOPS_coer_3","TOPS_coer_4","TOPS_coer_5","TOPS_coer_6","TOPS_coer_7","TOPS_coer_8","TOPS_coer_9","TOPS_coer_10","TOPS_coll_1","TOPS_coll_2","TOPS_coll_3","TOPS_coll_4","TOPS_coll_5","TOPS_coll_6","TOPS_coll_7","TOPS_coll_8","TOPS_coll_9","TOPS_coll_10","infl_care","rel_care","infl_bother","rel_bother","tradeoff","self_1","self_2","self_3","self_4","self_5","self_6","self_7","self_8","self_9","self_10","self_11","self_12","self_13","self_14","self_15","self_16","age","gender_.99_TEXT","race_5_TEXT","feedback","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","edu","income"
93,"0","100","451","1","1","1","5","5","1","2","7","5","6","2","5","6","5","2","3","2","2","4","6","2","6","4","3","4","4","7","2","3","1","1","1","7","2","6","7","1","1","7","1","7","1","7","1","3","1","1","2","7","2","1","6","7","1","6","7","1","7","1","3","3","4","3","4","3","5","5","3","7","7","7","7","7","7","7","7","7","7","6","1","5","1","5","1","6","1","5","2","1","1","6","1","7","5","1","7","6","1","4","1","39","","","great study, thanks!","","Part-time","","","","","","","","woman","","","white","","","","4yearColl","$140,001-$160,000"
94,"0","100","518","1","1","1","5","6","2","2","5","5","6","1","3","3","5","2","2","2","3","6","6","5","6","3","3","5","3","6","7","5","5","2","6","6","6","3","6","3","2","5","4","7","2","6","1","3","2","3","1","6","2","1","4","5","2","6","6","1","6","3","6","5","6","6","4","5","6","5","4","6","5","3","5","3","2","5","5","4","6","3","2","3","2","2","4","4","3","4","3","4","1","4","3","5","3","3","5","4","4","3","3","36","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$60,001-$80,000"
95,"0","100","513","1","1","1","5","5","6","4","6","4","5","5","4","5","5","3","4","3","5","5","5","4","6","4","5","4","5","7","6","7","4","1","3","6","6","4","6","4","4","3","3","5","2","7","4","7","1","1","3","6","2","1","4","5","4","4","6","2","6","1","4","5","6","6","5","5","6","4","7","4","5","4","4","5","6","5","6","5","7","3","1","3","2","3","4","3","3","3","4","3","2","3","4","6","4","4","5","3","1","2","4","38","","","","Full-time","","","","","","","","","woman","asian","","","","","","MA","Over $200,000"
96,"0","100","539","1","1","1","3","4","4","3","5","3","6","1","6","5","5","2","2","5","2","6","6","1","6","5","3","5","4","6","7","6","4","1","6","4","7","2","7","7","1","7","6","7","4","5","3","6","3","2","2","7","3","1","2","7","7","3","7","3","7","1","5","5","5","5","5","6","5","6","5","7","6","5","5","5","5","5","5","3","5","3","3","5","2","5","2","6","5","6","5","1","5","7","1","3","5","7","2","6","1","5","2","27","","","","","Part-time","","","","","","","","man","","","white","hispanic","","","4yearColl","$20,001-$40,000"
97,"0","100","493","1","1","1","2","6","2","2","7","2","6","1","5","3","5","2","2","2","2","6","6","2","6","2","2","2","3","7","6","5","6","1","7","7","7","1","5","6","1","5","7","6","1","6","1","5","1","2","1","7","1","1","6","5","1","5","5","1","6","1","3","5","5","3","3","3","3","5","3","5","5","3","5","4","3","5","5","5","6","4","1","4","1","4","1","4","1","4","1","3","1","2","1","7","3","1","6","3","1","3","3","22","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$60,001-$80,000"
98,"0","100","445","1","1","1","5","5","3","5","7","3","6","2","2","3","5","5","6","5","3","3","2","6","3","5","5","5","3","7","6","7","5","1","6","7","5","2","7","6","2","7","7","7","1","7","3","5","2","1","3","6","1","1","5","6","3","5","6","2","7","1","1","2","6","3","2","3","5","6","7","5","6","5","7","6","5","6","6","5","6","3","3","5","2","5","2","7","5","7","5","1","7","7","3","5","7","7","3","7","1","4","1","24","","","","","Part-time","","","","","","","","woman","","","white","","","","4yearColl","$120,001-$140,000"
99,"0","100","413","1","1","1","5","4","3","1","6","4","7","1","7","5","5","3","4","3","3","3","7","6","5","5","4","6","2","7","3","5","1","2","3","7","2","4","6","2","6","7","3","6","1","7","2","5","1","1","1","7","2","1","6","6","1","5","7","1","6","1","5","6","6","6","5","4","5","6","4","5","4","4","4","5","4","6","5","6","5","3","1","3","1","3","2","4","1","3","1","2","1","3","1","6","4","1","6","4","1","4","3","32","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$20,001-$40,000"
100,"0","100","513","1","1","1","5","5","1","1","7","5","6","1","5","5","5","5","5","5","5","6","3","5","3","5","1","5","3","7","2","7","1","1","1","7","1","6","7","1","6","7","1","7","1","7","1","6","1","1","1","7","1","1","6","6","1","5","6","1","7","1","6","7","6","5","1","5","6","6","5","7","1","1","2","1","1","7","5","6","6","2","4","4","4","5","2","7","4","6","1","1","1","6","2","4","7","1","4","5","1","6","1","46","","","","Full-time","","","","","","","","","woman","","","white","","","","2yearColl","$180,001-$200,000"
101,"0","100","626","1","1","1","5","6","3","4","7","5","7","1","6","5","5","3","3","2","2","7","7","1","7","7","7","6","6","7","2","3","1","1","1","7","1","7","7","1","6","7","1","7","1","7","2","3","1","1","1","7","1","3","7","7","1","6","7","1","7","1","1","1","1","1","1","1","1","1","2","4","7","7","7","7","7","7","7","6","7","7","3","5","2","5","4","3","4","5","6","4","1","5","4","7","6","1","3","5","1","6","1","51","","","","Full-time","","","","","","","","","man","","","","hispanic","","","2yearColl","$40,001-$60,000"
102,"0","100","524","1","1","1","5","2","1","1","4","3","4","1","4","4","5","3","2","2","2","6","5","2","6","6","6","6","5","7","2","5","1","1","2","7","2","4","7","2","4","6","1","6","2","5","2","4","1","2","3","6","1","1","4","6","2","4","6","1","6","3","3","5","5","2","2","2","4","3","2","5","5","4","6","3","4","2","2","5","6","6","4","3","2","3","3","7","1","7","2","1","3","7","2","6","7","4","7","7","2","5","3","37","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$100,001-$120,000"
103,"0","100","639","1","1","1","5","5","3","4","5","5","6","4","3","3","5","5","4","4","4","4","4","4","4","5","4","5","4","7","4","6","3","2","4","7","3","6","6","4","2","7","1","7","2","7","6","7","3","2","3","7","3","1","7","7","3","2","7","2","7","2","4","4","4","4","4","4","4","3","5","6","5","6","6","6","7","6","6","6","6","6","3","4","3","5","4","5","4","5","4","3","2","5","3","6","6","3","2","6","2","4","3","32","","","","Full-time","","","","","","","","","man","","black","","","","","MA","$100,001-$120,000"
104,"0","100","514","1","1","1","3","5","2","3","6","3","6","3","4","5","5","1","3","1","2","7","7","2","7","3","3","3","3","7","3","7","1","3","4","7","1","4","6","1","4","7","1","7","1","7","3","6","1","3","3","7","3","1","5","7","1","4","7","2","7","2","3","1","2","2","1","1","5","2","1","5","6","5","5","5","4","5","5","5","7","5","1","4","2","4","2","6","5","6","4","3","5","5","1","5","6","3","5","5","6","6","3","54","","","","Full-time","","","","","","","","","man","","","white","","","","PHD","Over $200,000"
105,"0","100","629","1","1","1","4","7","1","1","7","7","7","1","5","5","5","1","1","2","2","1","6","1","7","7","7","7","1","7","1","1","1","1","1","7","1","7","7","1","7","7","1","7","1","7","1","2","1","1","1","7","1","1","7","7","1","7","7","1","7","1","5","6","6","5","6","5","5","3","6","5","3","3","3","1","3","7","5","2","2","2","2","5","1","5","2","5","1","7","2","1","1","5","2","7","5","1","6","6","1","7","2","29","","","While the current system in my opinion has the most forceful and manipulative people at the top, it should be the weak who lead.  The ones at the top should be most willing to help and be experts who share their knowledge.  Life shouldn't be such a competition but rather a collaborative effort.","Full-time","","","","","","","","","man","","","white","","","","GED","$60,001-$80,000"
106,"0","100","655","1","1","1","2","2","2","2","6","2","6","2","6","4","5","3","2","4","3","2","6","2","7","2","2","5","5","6","2","4","2","3","2","5","4","6","6","2","5","6","2","6","3","6","3","3","1","3","2","6","3","1","4","6","2","4","6","2","6","3","2","2","3","2","2","2","5","4","3","5","6","6","6","6","6","6","6","6","6","6","1","4","1","3","1","6","2","3","2","2","2","6","2","5","4","1","4","5","1","5","2","47","","","","","Part-time","","","","","","","","woman","","","white","hispanic","","","GED","$40,001-$60,000"
107,"0","100","522","1","1","1","4","4","2","3","5","4","5","3","3","2","5","2","2","2","2","4","6","2","6","4","3","4","3","6","2","3","2","3","2","6","2","6","5","2","6","5","1","6","2","6","2","4","2","4","2","5","2","1","6","6","2","6","5","2","6","2","2","2","4","3","2","2","2","4","3","2","6","6","6","6","6","6","6","5","6","3","1","2","1","2","2","4","2","4","2","3","2","2","2","6","4","2","6","3","2","5","2","","","","","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$0-$20,000"
108,"0","100","564","1","1","1","3","5","2","2","7","3","6","2","5","6","5","2","2","2","2","4","6","5","6","2","2","1","6","4","2","4","2","2","5","6","3","7","6","3","6","7","2","6","1","7","2","6","1","2","3","7","2","1","6","6","2","6","6","2","7","1","2","2","4","2","4","4","4","5","5","5","7","6","3","3","6","6","6","6","7","5","1","1","1","1","3","4","1","4","1","1","1","4","1","7","1","1","7","1","1","1","1","42","","","","","Part-time","","","","","","","","woman","","","white","","","","MA","$120,001-$140,000"
109,"0","100","572","1","1","1","3","7","1","1","7","6","7","4","7","7","5","1","4","1","1","6","7","7","7","5","7","6","7","7","1","4","1","1","1","7","1","1","6","1","1","4","1","7","1","6","1","6","1","1","1","5","4","1","7","5","1","1","6","1","6","1","1","1","1","1","1","1","1","6","6","4","7","7","7","7","7","7","7","6","7","6","1","5","1","5","1","7","1","1","1","1","1","6","1","7","7","1","7","7","1","7","1","61","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$140,001-$160,000"
110,"0","100","510","1","1","1","5","4","2","2","6","6","7","3","6","4","5","5","5","5","6","2","2","5","4","5","3","5","5","7","5","6","1","1","2","7","5","4","6","2","4","7","2","7","1","7","1","5","1","1","2","7","1","1","4","7","1","7","7","1","7","1","4","5","6","5","2","5","5","4","4","6","5","5","6","4","5","6","5","6","4","3","2","5","1","5","2","7","2","7","2","1","2","7","3","6","6","1","7","6","1","6","1","37","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$40,001-$60,000"
111,"0","100","556","1","1","1","2","6","2","2","5","2","6","1","5","2","5","2","2","2","2","3","6","2","6","5","5","5","3","7","1","5","1","1","1","7","1","5","7","1","5","7","1","7","1","7","1","3","1","1","1","7","1","1","7","7","1","7","6","1","7","1","3","3","5","4","2","2","4","3","2","5","6","5","3","6","6","6","5","3","3","3","3","4","2","4","2","7","3","6","1","4","1","7","1","7","6","1","4","6","1","6","3","23","","","","Full-time","","","","","","","","","woman","","","white","","","","GED","$40,001-$60,000"
112,"0","100","655","1","1","1","6","4","5","5","4","6","4","5","6","6","5","2","5","5","3","3","4","4","5","4","3","5","5","5","4","4","5","3","3","5","6","3","6","5","4","7","6","5","4","4","6","4","6","4","5","5","6","1","3","6","3","5","5","5","5","2","6","6","4","6","5","4","5","3","5","4","7","5","7","5","7","6","5","6","5","6","2","3","4","5","4","7","5","5","5","2","3","4","4","3","4","5","2","5","4","5","2","54","","","no","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$20,001-$40,000"
113,"0","100","642","1","1","1","6","7","6","5","5","6","5","6","3","6","5","5","6","5","6","6","6","6","6","6","6","7","6","6","6","6","5","4","6","6","5","5","5","4","4","5","4","6","5","4","5","5","5","6","4","5","5","1","6","6","4","6","6","6","4","3","2","5","5","5","5","6","5","3","2","6","6","6","4","2","3","5","6","4","3","6","4","2","4","4","4","6","6","7","5","2","6","6","4","4","7","5","2","7","4","4","5","29","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$80,001-$100,000"
114,"0","100","619","1","1","1","2","2","1","2","7","3","6","1","6","5","5","3","3","5","5","1","6","5","6","5","2","3","5","7","7","7","2","1","3","7","6","2","7","5","2","7","3","7","2","7","3","5","3","1","2","7","5","1","3","6","3","2","7","2","7","1","2","5","2","2","1","2","3","5","3","6","6","2","5","2","5","5","6","7","6","5","2","4","2","5","2","5","2","5","3","4","1","4","1","7","2","3","4","4","1","3","1","29","","","","","Part-time","","","","","","","","man","","","white","","","","GED","$20,001-$40,000"
115,"0","100","523","1","1","1","4","5","3","5","5","5","5","3","6","4","5","4","5","5","5","5","5","5","5","6","6","5","5","7","2","5","1","1","1","7","1","7","6","1","6","6","1","4","1","6","1","6","1","1","2","6","1","1","7","6","1","7","7","1","4","1","3","6","6","2","1","5","1","5","5","7","6","7","6","5","6","7","7","7","7","6","3","4","2","4","4","5","5","5","5","2","1","5","2","7","5","2","3","5","2","6","1","30","","","","","Part-time","","","","","","","","woman","","black","","","","","4yearColl","$100,001-$120,000"
116,"0","100","614","1","1","1","2","7","2","2","5","6","7","2","6","5","5","5","5","4","5","4","6","6","4","5","5","5","4","7","2","2","1","2","1","7","1","4","7","6","4","7","6","7","2","7","1","2","1","2","1","7","1","1","4","7","2","4","7","1","7","2","6","6","6","4","6","5","7","6","7","6","5","4","5","4","4","6","5","5","6","4","2","5","2","5","2","5","2","5","2","3","2","5","2","6","5","1","6","5","1","2","4","69","","","","","Part-time","","","","","","","","woman","","","white","","","","4yearColl","$80,001-$100,000"
117,"0","100","571","1","1","1","3","5","2","2","6","2","6","1","5","5","5","2","2","2","2","7","5","5","5","3","1","2","7","7","5","6","2","1","6","7","6","3","7","4","3","7","5","7","1","7","1","4","1","1","1","7","2","1","5","6","2","4","7","1","7","1","1","2","2","2","1","2","2","2","3","6","7","7","6","5","7","6","5","6","6","5","3","5","2","5","2","6","3","6","1","2","1","6","2","6","4","1","5","6","1","6","1","21","","","","Full-time","","","","","","","Student","","woman","","","white","","","","4yearColl","Prefer not to answer"
118,"0","100","670","1","1","1","1","5","3","5","6","4","6","2","3","4","5","4","5","4","5","2","4","6","4","4","1","6","3","7","2","4","1","1","1","7","3","6","6","4","5","7","2","7","1","7","2","4","2","1","2","7","2","1","5","4","3","6","6","1","7","1","5","4","5","4","5","5","5","3","3","7","7","7","5","2","6","3","6","4","6","3","3","3","3","4","2","7","2","7","3","2","1","6","2","6","7","2","4","6","1","7","2","43","","","n/a","Full-time","","","","","","","","","woman","","","white","hispanic","","","GED","$80,001-$100,000"
119,"0","100","479","1","1","1","1","5","1","1","4","2","6","1","5","4","5","6","5","5","6","4","2","5","2","3","2","5","4","7","5","7","5","1","4","7","5","2","7","5","2","7","4","7","1","4","2","3","2","1","1","6","1","1","3","5","1","5","6","1","4","1","7","5","7","7","5","7","6","5","7","7","7","3","3","4","2","3","7","5","5","6","3","4","4","5","2","5","4","4","4","1","3","5","3","3","5","4","3","5","1","5","1","36","","","","Full-time","","","","","","","","","woman","asian","","white","","","","4yearColl","$80,001-$100,000"
120,"0","100","465","1","1","1","5","3","2","1","5","5","6","1","5","6","5","5","6","5","5","1","2","6","5","4","3","2","2","6","3","4","3","2","4","6","3","4","5","3","4","6","4","5","3","5","3","4","2","3","3","5","3","1","4","5","2","3","6","4","6","2","3","5","5","5","3","5","3","4","5","6","3","2","5","3","2","2","3","4","4","3","2","4","2","3","4","4","4","5","3","4","3","4","3","5","6","1","4","4","4","6","3","43","","Latino no ""x"" ","","Full-time","","","","","","","","","man","","","white","",NA,"","4yearColl","$80,001-$100,000"
121,"0","100","464","1","1","1","5","7","3","5","7","6","5","2","3","3","5","4","4","3","6","4","5","6","4","7","6","6","4","7","5","7","3","1","3","7","5","5","7","4","5","6","3","7","1","7","3","6","2","2","1","7","5","1","5","6","3","5","7","2","6","1","2","3","6","3","2","6","5","5","6","7","7","5","3","3","4","4","7","7","6","5","3","4","4","5","2","5","3","5","2","2","3","5","5","6","4","3","4","6","2","5","2","29","","","Thank you","Full-time","","","","","","","","","woman","","black","","hispanic","","","MA","$120,001-$140,000"
122,"0","100","625","1","1","1","5","5","1","2","7","5","4","2","7","5","5","3","4","3","3","3","6","6","6","4","3","5","3","7","5","6","3","1","3","7","5","3","6","2","2","5","2","4","2","7","2","6","1","1","1","2","1","1","6","5","2","2","6","1","6","1","3","3","5","3","3","5","3","2","4","3","6","6","6","6","6","6","6","6","6","5","4","1","2","1","5","5","6","6","2","3","1","5","2","1","3","2","2","4","1","2","1","26","","","n/a","Full-time","","","","","","","","","woman","","","","hispanic","","","4yearColl","$120,001-$140,000"
123,"0","100","527","1","1","1","3","6","3","2","6","3","5","2","4","5","5","4","4","4","4","5","4","4","5","3","3","4","5","7","3","5","2","2","3","7","2","4","6","2","2","6","2","6","2","7","2","6","2","2","1","7","2","1","4","6","2","4","6","2","6","1","4","4","4","5","3","4","5","5","5","6","5","5","5","5","4","5","5","5","5","4","2","3","2","2","4","4","2","4","2","2","2","4","2","6","4","2","6","4","1","4","2","26","","","","Full-time","","","","","","","","","woman","","","white","","","","MA","$40,001-$60,000"
124,"0","100","591","1","1","1","2","5","1","1","7","5","7","1","5","3","5","5","6","5","7","5","5","5","5","2","1","6","1","6","6","6","3","2","6","7","6","2","6","2","2","7","1","6","2","6","2","4","2","2","1","6","1","1","5","6","2","4","6","1","7","1","4","6","7","5","1","7","5","5","6","7","6","6","5","5","6","4","6","5","6","3","2","5","2","5","2","6","3","5","2","2","1","6","2","6","4","1","5","6","1","5","2","24","","","","","Part-time","","","","","","","","woman","","","white","","","","4yearColl","$40,001-$60,000"
125,"0","100","650","1","1","1","3","6","2","7","7","2","6","1","4","6","5","4","2","2","2","7","6","3","6","3","1","6","7","7","5","7","1","1","1","7","3","4","7","1","7","7","5","7","1","6","2","6","1","1","1","6","2","1","5","6","4","4","7","1","7","1","2","2","1","5","2","1","3","2","1","3","7","7","7","7","7","7","7","7","7","7","3","5","4","5","4","6","2","7","2","1","5","6","1","5","7","1","3","7","1","7","1","32","","","","Full-time","","","","","","","","","man","asian","","","","","","MA","Over $200,000"
126,"0","100","526","1","1","1","1","7","1","1","7","1","7","1","7","6","5","4","3","4","3","4","4","4","5","1","1","1","7","6","4","5","3","1","4","6","4","4","7","4","4","6","2","7","3","7","4","4","2","2","1","6","4","1","5","6","2","4","6","1","6","2","1","2","3","2","1","4","3","2","4","6","6","6","6","6","6","6","5","7","4","3","2","5","1","5","1","4","2","4","1","1","1","4","1","7","4","1","6","4","1","4","1","41","","","","Full-time","","","","","","","","","woman","","","white","","","","GED","$20,001-$40,000"
127,"0","100","623","1","1","1","1","1","1","1","7","1","7","1","7","5","5","1","1","1","1","4","7","1","7","1","1","2","6","7","1","4","1","1","1","7","1","7","5","1","7","7","1","5","1","6","1","3","1","1","1","4","1","1","7","5","1","7","5","1","6","1","1","1","1","1","1","1","2","2","1","2","7","7","7","7","7","7","7","7","7","7","3","4","2","3","1","7","2","6","1","1","2","7","1","7","7","1","4","7","1","7","1","46","","","","Full-time","","","","","","","","","man","","","white","","","","MA","$140,001-$160,000"
128,"0","100","580","1","1","1","5","5","1","1","7","3","6","1","7","6","5","2","2","2","2","7","6","7","6","5","5","5","2","7","1","7","1","1","1","7","1","1","7","1","6","7","1","7","1","7","1","7","1","1","1","7","1","1","7","7","1","6","7","1","7","1","6","6","5","6","5","5","6","2","6","6","5","3","3","2","2","7","6","6","6","2","3","5","2","3","1","7","1","7","1","1","1","7","1","7","7","1","7","7","1","6","1","31","","","None.","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$80,001-$100,000"
129,"0","100","501","1","1","1","4","4","5","4","5","6","5","4","2","6","5","2","1","1","2","6","6","1","6","6","3","6","3","7","6","6","2","1","4","7","6","3","7","6","3","7","2","7","1","7","4","4","1","1","3","7","4","1","6","6","4","6","7","2","6","1","3","5","5","3","4","3","4","4","6","5","6","5","5","4","5","7","6","6","7","6","2","4","2","4","3","4","4","7","2","1","2","5","1","7","4","2","6","5","1","5","1","36","","","","Full-time","","","","","","","","","man","asian","","","","","","MA","$100,001-$120,000"
130,"0","100","625","1","1","1","5","6","1","1","7","7","7","1","5","2","5","1","1","1","1","7","7","1","7","5","5","7","1","7","1","7","1","1","1","7","5","6","7","5","1","7","1","7","1","7","1","7","1","1","1","7","2","1","2","7","1","2","7","1","7","1","2","2","3","1","1","1","2","3","5","7","7","6","7","6","7","7","7","7","6","3","3","4","3","4","4","6","5","7","2","2","1","6","2","2","6","4","2","6","2","7","2","31","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$40,001-$60,000"
131,"0","100","680","1","1","1","4","4","3","3","5","5","5","2","6","4","5","4","4","5","4","4","3","5","4","3","4","4","4","6","5","3","4","2","4","7","4","4","7","4","2","7","3","5","2","6","4","5","3","3","4","5","4","1","4","7","5","2","7","3","6","2","4","4","4","3","4","4","4","3","5","4","4","4","4","5","4","5","5","4","5","5","2","3","1","3","4","5","3","4","5","3","4","4","2","5","4","5","4","5","3","4","2","27","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$140,001-$160,000"
132,"0","100","590","1","1","1","5","6","1","1","6","5","7","1","6","6","5","3","3","3","3","6","6","3","6","3","3","3","6","7","3","7","2","1","3","7","2","2","7","3","5","7","3","7","2","7","3","6","1","1","2","7","2","1","5","6","2","5","6","2","7","2","2","3","3","2","1","2","2","3","2","3","6","6","6","6","6","6","6","6","6","6","2","4","3","4","2","6","3","5","3","2","2","5","2","4","5","2","4","5","3","5","1","58","","","","Full-time","","","","","","","","","man","","","white","","","","GED","$20,001-$40,000"
133,"0","100","638","1","1","1","2","7","1","1","7","3","7","1","6","6","5","2","2","2","2","6","6","2","6","6","5","6","2","7","2","7","1","1","1","7","1","3","6","1","6","7","1","7","2","7","1","6","2","1","1","7","1","1","5","6","1","6","7","1","7","1","2","3","5","3","2","3","5","3","6","6","6","5","5","5","6","7","7","6","6","7","2","5","1","5","2","4","1","4","1","5","1","4","1","7","3","1","5","3","1","5","3","61","","","","","","","","Retired","","","","","man","","","white","","","","PHD","$20,001-$40,000"
134,"0","100","527","1","1","1","3","5","5","5","5","5","4","4","6","4","5","4","4","4","3","3","4","3","3","5","5","4","4","5","5","5","4","4","5","4","5","5","5","5","5","6","4","5","4","5","5","5","4","4","4","4","5","1","5","5","5","6","4","5","5","5","5","5","5","6","4","5","6","6","6","5","5","5","6","5","5","5","5","5","5","6","3","3","3","3","3","3","3","2","2","3","3","3","3","5","5","5","5","5","4","5","4","30","","","No.","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$60,001-$80,000"
135,"0","100","660","1","1","1","2","6","2","2","6","2","6","2","6","5","5","2","2","2","2","4","6","2","6","3","3","5","3","7","3","7","1","1","1","7","1","6","7","1","2","7","2","7","1","7","2","7","1","1","2","7","1","1","3","7","1","3","7","2","7","1","2","3","5","4","2","4","4","5","5","5","6","5","5","7","4","6","6","6","6","6","2","4","2","4","2","6","2","6","2","1","2","6","2","4","5","2","3","6","1","6","1","46","","","","Full-time","","","","","","","","","woman","","black","white","","","","4yearColl","$100,001-$120,000"
136,"0","100","610","1","1","1","5","4","2","3","5","3","6","2","5","5","5","5","5","5","5","3","5","5","3","5","5","5","3","7","2","5","1","2","1","7","3","3","6","2","3","6","1","6","2","6","1","4","1","2","1","7","4","1","3","6","1","4","6","1","6","2","3","5","5","5","2","5","3","5","5","6","5","5","5","3","5","5","6","5","6","4","2","4","2","4","2","5","3","6","3","2","4","5","3","4","6","3","4","6","3","6","2","57","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$40,001-$60,000"
137,"0","100","546","1","1","1","5","4","2","2","4","5","4","2","4","3","5","4","5","4","4","3","3","5","3","7","6","7","1","7","5","6","1","1","5","7","6","5","7","5","2","7","3","7","1","7","3","6","2","1","3","7","3","1","2","5","2","4","7","1","7","1","4","4","5","5","4","4","5","5","5","7","5","5","4","6","3","5","5","6","3","3","1","2","1","1","4","3","1","5","4","4","1","4","4","3","6","4","7","5","2","5","4","50","","","","Full-time","","","","","","","","","man","","","white","","","","2yearColl","$40,001-$60,000"
138,"0","100","630","1","1","1","5","2","2","3","5","5","5","2","6","5","3","5","5","3","5","6","6","5","5","2","2","2","5","6","2","3","3","3","2","6","2","6","6","3","5","6","2","5","2","7","3","3","2","2","2","6","2","1","5","4","3","4","5","2","6","2","7","6","6","6","7","6","6","5","5","7","5","2","5","2","3","6","6","6","6","6","1","3","1","2","2","6","1","5","1","1","1","5","1","7","4","1","6","6","1","4","1","34","","","","Full-time","","","","","","","","","woman","","","white","","","","4yearColl","$80,001-$100,000"
139,"0","100","619","1","1","1","4","6","1","2","7","5","7","1","5","3","5","3","3","2","3","6","5","3","5","4","5","5","4","7","5","7","3","1","3","7","3","4","7","6","2","7","6","7","1","7","4","4","1","2","1","7","1","1","6","5","2","4","5","1","5","1","3","4","4","3","1","2","3","2","2","6","6","4","4","3","4","4","6","5","7","6","3","5","4","5","2","6","4","7","3","1","2","6","2","5","7","2","1","7","2","7","1","52","","","","Full-time","","","","","","","","","man","asian","","","","","","2yearColl","$160,001-$180,000"
140,"0","100","723","1","1","1","6","3","5","5","6","6","5","2","4","5","5","5","5","5","5","5","6","5","2","6","5","5","4","6","3","3","2","2","1","6","3","1","5","3","3","6","2","5","2","6","3","4","2","2","1","6","2","1","4","6","3","4","6","2","6","3","6","6","4","4","6","2","3","4","2","7","6","2","2","2","6","6","6","2","6","3","3","4","1","4","4","6","4","6","2","2","2","6","2","4","6","2","2","6","2","6","2","36","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$40,001-$60,000"
141,"0","100","697","1","1","1","1","7","2","1","7","1","7","1","6","5","5","1","1","1","1","7","7","1","7","2","1","1","6","7","3","6","1","1","2","7","2","3","7","1","4","7","2","7","2","6","1","6","1","2","1","6","1","1","5","5","1","5","6","1","7","1","3","2","5","4","2","5","4","2","3","4","4","4","4","3","5","6","6","5","7","5","3","4","3","4","1","7","1","7","1","1","1","7","1","4","7","3","6","7","1","7","3","45","","","","","Part-time","","","","","","","","woman","","","white","","","","4yearColl","$40,001-$60,000"
142,"0","100","733","1","1","1","5","5","3","3","5","5","5","3","5","5","5","3","3","3","3","4","5","4","5","5","5","5","3","6","5","6","3","2","3","6","4","3","6","5","3","6","3","6","3","6","3","6","3","3","3","7","3","1","5","6","3","5","6","3","6","3","5","5","5","5","4","3","6","5","5","6","4","4","4","5","3","5","5","5","5","3","3","4","2","2","4","5","5","5","4","3","4","5","3","4","5","4","3","6","3","5","2","33","","","","Full-time","","","","","","","","","man","","","white","","","","4yearColl","$20,001-$40,000"
143,"0","100","672","1","1","1","5","6","1","1","7","6","7","1","7","6","5","2","2","2","2","5","6","2","6","5","5","5","3","7","6","7","1","1","1","7","2","7","7","2","4","7","1","7","1","7","2","4","1","2","1","7","2","1","7","6","1","4","6","1","7","1","2","1","2","1","1","2","1","2","7","7","7","7","6","7","7","7","7","7","7","7","2","5","1","4","4","5","3","5","1","1","1","5","1","7","4","1","1","4","1","4","1","33","","","","Full-time","","","","","","","","","man","","","","hispanic","","","2yearColl","$60,001-$80,000"
